央视,#genre#	
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
纬来体育,http://123.51.230.108:18509/.m3u8
龙华戏剧,http://123.51.230.108:18513/.m3u8
东森财经,http://123.51.230.108:18515/.m3u8
龙华日韩,http://123.51.230.108:18551/.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
财经体育资讯台,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
巴西_Universal,http://208.115.225.174:14128
WB TV,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO,http://208.115.225.174:14165
Sbt,http://208.115.225.174:14170
Sbt,http://208.115.225.174:14173
Sbt,http://208.115.225.174:14176
Animal Planet,http://208.115.225.174:14192
14259,http://208.115.225.174:14259
BDMG,http://208.115.225.174:14263
14271,http://208.115.225.174:14271
Show FE,http://208.115.225.174:14420
Show FE,http://208.115.225.174:14428
Premiere,http://208.115.225.174:14460
Premiere,http://208.115.225.174:14468
ESPN 4,http://208.115.225.174:14510
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
HBO,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
WB TV,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO X,http://208.115.225.174:14165
好莱坞电影,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8?blog.ntnas.top
动物星球,http://208.115.225.174:14192

测试3,#genre#

BBC lifesyle,thttp://line.premiumpowers.net:80/Manuel/1234567/941668
FOX NEWS, http://line.premiumpowers.net:80/Manuel/1234567/941685

